region,sector,gender_lead,repayment_interval,loan_amount,funded_amount,lender_count,average_count
Nyamira,Services,male,monthly,475.0,475.0,1,7.434560739447577
AWASI,Food,female,monthly,475.0,475.0,11,10.429970917609413
Chepkumia Kakamega,Food,female,monthly,475.0,475.0,15,8.642226412536463
Laikipia,Education,male,monthly,475.0,475.0,19,14.488252515664282
Nakuru,Personal Use,female,irregular,475.0,475.0,18,15.603131109222419
karatina,Clothing,female,irregular,450.0,450.0,18,16.279629408455047
West Nairobi,Services,female,irregular,450.0,450.0,10,21.47688394269433
Ngong,Personal Use,female,monthly,450.0,450.0,10,19.43979580208507
"Likoni, Mombasa",Retail,male,monthly,450.0,150.0,5,20.36877463477188
"Likoni, Mombasa",Agriculture,female,monthly,450.0,450.0,17,13.187021563605155
Ngong,Agriculture,female,monthly,450.0,450.0,18,13.41261446717817
Kibwezi,Manufacturing,male,monthly,450.0,450.0,15,15.273384604992728
Kiambu,Clothing,female,irregular,450.0,100.0,4,12.564620220986603
Kilfi,Retail,female,monthly,450.0,450.0,8,12.958916798594204
"Aldina, Jomvu",Food,female,monthly,450.0,450.0,15,26.452285151860416
Mwingi,Housing,female,monthly,450.0,450.0,15,17.526163787195305
nyeri,Health,female,monthly,450.0,450.0,17,13.93257727712567
Taveta,Clothing,male,monthly,450.0,450.0,10,12.57418091267654
Tala;Kangundo,Transportation,female,monthly,450.0,450.0,18,14.1994180128228
Kapsabet,Services,male,irregular,450.0,100.0,4,21.92830910510197
Tala;Kangundo,Arts,male,monthly,450.0,450.0,17,15.952480432080435
Bomet ;Narok,Clothing,female,monthly,450.0,450.0,13,18.380936328505847
Gatundu,Clothing,female,monthly,450.0,450.0,15,21.09253072135702
"Mikindani, Mombasa",Food,male,monthly,450.0,450.0,17,18.8439085186839
Vihiga,Health,female,monthly,450.0,450.0,16,22.26111728039761
Meru,Services,female,monthly,450.0,450.0,17,17.36209689929964
Kiambu,Transportation,male,bullet,450.0,450.0,12,18.909400011993807
litein,Personal Use,female,monthly,450.0,450.0,11,22.431404635541455
"Kongowea, Mombasa",Agriculture,male,monthly,450.0,450.0,15,13.497923465470828
Eastlands,Retail,male,monthly,450.0,450.0,13,9.537390397854715
Luanda,Manufacturing,male,monthly,450.0,450.0,14,14.22813062943432
Luanda;Vihiga,Transportation,male,monthly,450.0,450.0,10,27.730275682803697
Ngara,Arts,female,monthly,450.0,450.0,7,22.88983915472121
Eastlands,Agriculture,female,monthly,450.0,450.0,11,16.420749810383406
"Mpeketoni, Lamu",Food,male,monthly,425.0,425.0,16,21.94189136151382
Limuru,Health,male,monthly,425.0,425.0,12,16.570183465761005
Eldoret,Personal Use,female,irregular,425.0,425.0,15,17.002426738424656
Machakos,Housing,female,monthly,425.0,425.0,8,15.088549809451969
Kangundo,Services,female,monthly,425.0,425.0,16,18.242985674595346
Kaloleni,Education,male,monthly,425.0,425.0,12,19.850470857836036
Ongata-Rongai,Services,female,irregular,425.0,425.0,15,17.215735872024354
Mazeras; Mariakani,Clothing,male,monthly,425.0,175.0,7,20.610691380623162
Nyamira,Personal Use,female,irregular,425.0,425.0,17,17.087898225856794
Juja,Manufacturing,male,monthly,425.0,425.0,17,24.831368387588785
Teso,Personal Use,male,bullet,400.0,400.0,13,22.239889184722262
Isiolo,Agriculture,female,monthly,400.0,400.0,13,16.139229408560695
Isiolo,Food,female,monthly,400.0,400.0,13,23.214424528920485
Taveta,Retail,female,irregular,400.0,400.0,15,15.76405583855432
Taveta,Housing,female,monthly,400.0,400.0,15,15.226005019776279
Kisauni mombasa,Food,female,monthly,400.0,400.0,9,17.173423597644224
Kisauni mombasa,Services,female,monthly,400.0,400.0,16,11.524698972585416
Jaribuni,Agriculture,male,bullet,400.0,400.0,13,14.759508943426079
Kapsabet,Agriculture,female,bullet,400.0,400.0,12,17.208750877609038
Kapsabet,Entertainment,male,monthly,400.0,400.0,15,20.341430217532356
Homabay,Agriculture,female,bullet,400.0,400.0,16,27.401198451826136
Voi,Education,male,monthly,400.0,400.0,13,14.41853615280902
Kitengela,Clothing,male,monthly,400.0,400.0,10,14.509412049416467
Othaya,Food,male,irregular,400.0,400.0,10,13.897394768173035
Othaya,Retail,female,irregular,400.0,250.0,8,8.65443494090584
Kilifi Township,Agriculture,male,bullet,400.0,400.0,11,18.915709283227322
Embu,Construction,female,monthly,400.0,400.0,7,13.72359792602577
"Jomvu, Mombasa",Services,male,monthly,400.0,400.0,15,12.477095286947423
Oloitoktok,Clothing,male,monthly,400.0,400.0,8,16.590970270338204
Embu,Manufacturing,male,irregular,400.0,400.0,13,9.479489173154118
"Kapsaos, Kapsabet",Food,female,monthly,400.0,0.0,0,21.66461595398922
Nyandarua,Clothing,female,monthly,400.0,150.0,6,11.899734778720621
Shika Adabu Likoni Mombasa,Retail,female,monthly,400.0,400.0,14,15.122429683603636
Ojawa,Agriculture,female,bullet,400.0,400.0,9,16.419638562969276
Kericho,Manufacturing,male,monthly,400.0,400.0,11,19.08460722243375
Kitale,Food,male,bullet,400.0,400.0,14,8.348251822522766
Takaungu,Agriculture,female,bullet,400.0,400.0,8,13.3326642737521
Kitale,Clothing,male,irregular,400.0,400.0,16,17.873281074471837
Juhudi,Agriculture,male,bullet,400.0,400.0,14,20.00927066164275
Mishomuhoroni Mombasa,Services,male,monthly,400.0,350.0,13,17.637353313087242
Ndunyu Njeru,Construction,female,monthly,400.0,400.0,13,19.632367039555565
Likoni,Clothing,female,monthly,400.0,400.0,1,14.814639190331215
Nandi Hills,Transportation,male,monthly,400.0,400.0,14,14.508178991693422
Maua,Health,male,monthly,400.0,400.0,13,22.433099791099355
Maua,Retail,male,irregular,400.0,50.0,2,17.242004556949688
Mavueni,Agriculture,male,bullet,400.0,400.0,11,20.629387474734326
malindi,Housing,female,irregular,400.0,400.0,11,6.825832543720358
Bungoma,Education,male,irregular,400.0,400.0,13,14.715219764890305
Changamwe,Housing,female,irregular,400.0,400.0,13,22.582469731494793
"Bombolulu-Kisimani, Mombasa",Clothing,female,monthly,400.0,400.0,14,23.33742162765403
Bamba Kilifi,Services,female,monthly,400.0,400.0,16,22.9218884797148
Bomet,Education,male,irregular,400.0,400.0,14,22.62409635426292
Changamwe,Arts,female,monthly,400.0,400.0,14,19.43900069735479
Changamwe,Agriculture,male,monthly,400.0,400.0,16,18.58248079059713
Bomet,Services,female,monthly,400.0,400.0,6,19.905071064195234
malindi,Agriculture,male,monthly,400.0,400.0,16,17.304383222367235
"Chaani, Mombasa",Services,female,monthly,400.0,400.0,14,14.921733176276241
Mishomuhoroni Mombasa,Retail,male,monthly,400.0,400.0,11,18.467361877880677
"Mikindani, Mombasa",Clothing,male,monthly,400.0,400.0,10,17.163262973442112
Matuu,Manufacturing,male,monthly,400.0,400.0,13,14.011057912186677
litein,Services,male,irregular,400.0,400.0,16,16.692786844697455
Webuye,Education,male,irregular,400.0,400.0,16,11.942865778272445
Matuu,Education,female,irregular,400.0,400.0,14,19.47009800403085
Butere,Clothing,female,monthly,400.0,400.0,13,13.091094197546978
CHEPSIGOT,Agriculture,male,monthly,400.0,400.0,5,11.909757135681216
Baba Dogo,Services,male,monthly,400.0,400.0,15,9.950139130526857
Mwea,Clothing,male,monthly,400.0,250.0,10,13.404319164498363
Webuye,Transportation,male,irregular,400.0,400.0,13,27.113787445336197
Busia,Construction,male,irregular,400.0,100.0,4,17.738726393192053
Busia,Construction,male,monthly,400.0,400.0,11,20.536302680946648
Bamba Kilifi,Food,male,monthly,400.0,400.0,16,14.966418290174788
Jaribuni,Agriculture,female,bullet,375.0,375.0,15,20.35047158676692
Ngara,Health,female,monthly,375.0,375.0,11,15.445072111919698
"Mathare, Nairobi.",Education,female,monthly,375.0,375.0,15,24.220871796680157
malindi,Retail,male,irregular,375.0,375.0,11,19.265343690179428
Kapsowar,Education,male,monthly,375.0,375.0,14,20.935676756476255
Kapcherop,Education,female,monthly,375.0,375.0,12,24.26492609346795
Usenge;Kisumu,Retail,female,monthly,375.0,375.0,12,2.4828805019770117
Kuria west,Agriculture,female,bullet,375.0,375.0,14,23.808952897500056
Shieywe Vihiga,Services,male,monthly,350.0,350.0,11,12.268481680331929
MARIGAT,Food,female,monthly,350.0,350.0,13,25.008562897730247
Kinungi,Construction,male,monthly,350.0,350.0,12,16.99100577993468
Embu-town,Food,male,monthly,350.0,350.0,14,11.064013678036314
Makueni,Housing,female,monthly,350.0,350.0,12,21.072760126198503
"Uthiru,Nairobi",Education,male,monthly,350.0,350.0,13,20.946594336437872
Usenge;Kisumu,Transportation,male,monthly,350.0,350.0,11,9.136711438616938
Keroka,Personal Use,female,monthly,350.0,350.0,13,12.41867198260725
Bomet ;Narok,Manufacturing,female,monthly,350.0,350.0,7,10.91306025868711
Kiambu,Clothing,male,monthly,350.0,350.0,14,14.303700615603917
Ndunyu Njeru,Services,male,monthly,350.0,350.0,13,23.14361748706581
Machakos,Food,male,irregular,350.0,350.0,8,13.79387737978148
Kiambu,Housing,female,monthly,350.0,350.0,13,19.66826101109905
Makueni,Construction,male,monthly,350.0,350.0,4,21.679633579078764
Mathare,Clothing,male,monthly,350.0,350.0,13,21.000457504214175
Nanyuki,Health,female,irregular,350.0,350.0,12,18.253878370933744
Machakos,Housing,male,monthly,350.0,350.0,13,21.17780387420823
Ojawa,Agriculture,male,bullet,350.0,350.0,7,17.04733750678347
Oloitoktok,Personal Use,female,monthly,350.0,350.0,14,12.043981143591681
Magodi,Agriculture,female,bullet,350.0,350.0,12,20.4680583300604
Magodi,Agriculture,male,bullet,350.0,350.0,11,17.715429485141968
Kimilili,Services,female,irregular,350.0,350.0,9,23.752310562927665
Eldoret,Personal Use,male,irregular,350.0,350.0,13,22.69039146656707
Maili Saba;Kitale,Education,female,monthly,350.0,350.0,9,10.808077314657922
East Nairob,Agriculture,female,irregular,350.0,350.0,13,17.561195262635664
Nyahururu,Education,female,irregular,350.0,350.0,12,23.545399724192787
"Miknjuni, Miritini",Food,female,monthly,350.0,350.0,11,15.968844666688284
mamboleo Kisumu,Retail,female,monthly,350.0,350.0,14,21.638813431143415
Bomet ;Narok,Construction,female,monthly,350.0,350.0,11,15.585026765985265
Kangundo,Retail,male,monthly,350.0,125.0,5,18.42320015363012
Thika-Town,Agriculture,female,monthly,350.0,350.0,11,26.251674225387113
"Kangemi, Nairobi",Manufacturing,male,monthly,350.0,350.0,13,21.41036944466809
Muranga,Food,male,irregular,350.0,350.0,14,17.887376115262576
Kamato,Agriculture,female,bullet,350.0,350.0,10,19.82119623624285
Thika Road,Services,male,irregular,350.0,350.0,12,13.361737733802782
Kaloleni,Construction,female,irregular,350.0,350.0,13,16.98172341557609
Muranga,Transportation,female,irregular,350.0,350.0,5,18.90437664769553
Iten,Agriculture,male,irregular,350.0,175.0,7,24.248522444874723
Mwambalazi,Construction,male,irregular,350.0,350.0,12,19.344012663015228
Mwambalazi,Education,female,irregular,350.0,350.0,9,9.735204913202217
"Kwa Reuben, Nairobi.",Education,male,irregular,350.0,350.0,14,18.729474111986868
"Kabimoi, Eldama Ravine",Retail,male,monthly,350.0,350.0,11,18.75079735078343
Mwapala,Agriculture,female,bullet,350.0,350.0,12,24.20437930153881
"KAMELIL, NANDI",Services,female,monthly,350.0,350.0,13,21.769507176993447
Mwiki,Food,male,monthly,350.0,350.0,10,12.276497077105676
"KAMELIL, NANDI",Agriculture,female,monthly,350.0,350.0,14,16.93412393134054
AWASI,Services,male,monthly,350.0,350.0,8,17.71651601389977
"Mtito Andei , kibwezi",Food,female,monthly,350.0,350.0,14,22.56338430292816
Voi,Services,male,irregular,350.0,350.0,11,24.66131136237667
West Nairobi,Retail,male,irregular,350.0,350.0,13,19.584922330830427
ELDAMA RAVINE,Manufacturing,male,monthly,350.0,350.0,11,13.319249054592527
Mirogi,Agriculture,female,bullet,350.0,350.0,10,21.496868983764234
Mirogi,Agriculture,male,bullet,350.0,350.0,13,24.159774615652207
Kayole  Nairobi,Retail,male,monthly,350.0,350.0,14,20.858700793745673
"Kayaba, Nairobi",Personal Use,female,monthly,350.0,350.0,14,19.998922075384822
Kisumu,Entertainment,male,monthly,350.0,350.0,13,18.327130442185666
Mangwei,Agriculture,female,bullet,350.0,350.0,12,18.06701318087072
Katito,Education,female,monthly,350.0,350.0,10,11.769289859293725
Mkongani,Agriculture,female,bullet,350.0,350.0,10,22.13005529755507
Mkwajuni,Agriculture,female,bullet,350.0,350.0,7,13.692312199047988
Mangwei,Agriculture,male,bullet,350.0,350.0,11,16.378740531847022
Luanda,Food,male,monthly,350.0,350.0,11,19.023239592341298
"Githurai, Nairobi",Services,female,monthly,350.0,350.0,10,17.0110664365169
Gumbato,Agriculture,female,bullet,350.0,350.0,5,11.96682097117157
Limuru,Clothing,female,irregular,350.0,350.0,13,15.798023677501304
Nakuru East,Construction,male,monthly,325.0,325.0,11,16.824235330337828
"Kamkunji, Majengo.",Housing,male,monthly,325.0,325.0,11,11.00412423200445
Samburu,Arts,female,irregular,325.0,325.0,9,18.761783687238886
Kamukuywa,Food,female,bullet,325.0,325.0,9,18.884498894023242
Nambale,Agriculture,male,bullet,325.0,325.0,3,14.295703657442065
Naivasha,Personal Use,male,monthly,325.0,325.0,12,16.43875769601653
Mwingi,Clothing,male,monthly,325.0,325.0,6,18.915391446646346
Nandi Hills,Agriculture,male,irregular,325.0,325.0,11,15.92888992899738
Mmbale,Agriculture,male,bullet,325.0,325.0,11,15.5663683566519
Nakuru East,Transportation,female,monthly,325.0,325.0,9,11.575508858140715
Ngara,Agriculture,female,irregular,325.0,325.0,5,17.537445377954157
Malava,Agriculture,female,bullet,325.0,325.0,12,7.711518392047979
Yala,Retail,female,monthly,325.0,325.0,13,15.096561409823845
Likoni,Services,male,irregular,325.0,200.0,6,19.300511605500542
Nyandarua South,Education,female,monthly,325.0,325.0,10,11.706172973379386
Ongata-Rongai,Clothing,male,monthly,300.0,300.0,9,18.922057693706943
Molo,Construction,female,monthly,300.0,300.0,12,21.7464543432549
Molo,Clothing,female,irregular,300.0,300.0,12,23.246842116283077
Nakuru,Clothing,male,irregular,300.0,175.0,5,24.101607681983978
Tala,Health,female,monthly,300.0,300.0,12,16.0855807250943
"Chaani, Mombasa",Transportation,male,monthly,300.0,300.0,12,17.461779585378835
Nakuru,Arts,male,monthly,300.0,300.0,12,19.090207239569768
Changamka,Food,female,irregular,300.0,300.0,9,16.725128000079575
"Bombolulu-Kisimani, Mombasa",Food,female,monthly,300.0,300.0,7,17.15822434967979
"Kapsaos, Kapsabet",Agriculture,female,monthly,300.0,300.0,11,14.799109533550935
Kapsabet,Transportation,male,irregular,300.0,300.0,10,24.83586420162953
West Nairobi,Services,male,irregular,300.0,300.0,11,18.830867487648614
Kapsabet,Manufacturing,male,irregular,300.0,300.0,10,29.392168420162104
Luanda;Vihiga,Services,male,monthly,300.0,300.0,11,22.452687039833172
Gatundu,Transportation,male,monthly,300.0,300.0,8,1.814896435987172
Changamwe,Manufacturing,female,monthly,300.0,300.0,12,12.10426648024013
Kisumu,Personal Use,female,irregular,300.0,300.0,6,13.474431279266422
"Mikindani, Mombasa",Retail,male,monthly,300.0,300.0,11,24.728745546216796
East Nairob,Arts,female,irregular,300.0,300.0,10,14.152249702884594
"Mikindani, Mombasa",Transportation,male,monthly,300.0,300.0,11,23.248044895004096
Kenyenya,Food,male,monthly,300.0,200.0,5,11.641435233642357
"Mikoroshoni, Mombasa",Services,female,monthly,300.0,300.0,9,18.277258723984396
"Kayaba, Nairobi",Services,male,monthly,300.0,300.0,11,20.055701385925254
Kisumu,Construction,female,irregular,300.0,300.0,12,19.69689675374606
"Kayaba, Nairobi",Housing,male,monthly,300.0,300.0,12,23.552321130851173
Kawangware,Manufacturing,male,monthly,300.0,300.0,11,16.45978545015572
Sotik,Agriculture,male,monthly,300.0,50.0,2,15.770191160557424
Sotik,Education,female,monthly,300.0,300.0,6,19.2743738950243
Gatundu,Construction,male,monthly,300.0,300.0,12,17.908837393814757
Mkilo Men,Clothing,female,irregular,300.0,300.0,10,27.389765128809163
Gatundu,Retail,male,monthly,300.0,300.0,7,17.6745780464055
Sotik,Personal Use,male,monthly,300.0,300.0,10,14.13849233787076
Nyamira,Personal Use,male,irregular,300.0,300.0,9,21.277524807542683
Naivasha,Housing,female,monthly,300.0,300.0,12,20.4610139877139
"Mikindani, Mombasa",Arts,female,monthly,300.0,300.0,12,17.530093113964185
Msambweni,Retail,female,monthly,300.0,300.0,4,13.131770975623256
Kakamega,Transportation,female,irregular,300.0,300.0,12,13.851106821194197
Iten,Services,male,irregular,300.0,300.0,7,11.670127642348156
Mwambalazi,Construction,female,irregular,300.0,300.0,10,16.48044613158063
Kombewa,Food,male,monthly,300.0,300.0,11,16.525020301385794
"Changamwe, Mombasa",Retail,female,monthly,300.0,300.0,11,24.149966350998696
Bamba Kilifi,Education,female,monthly,300.0,300.0,11,22.42325348250076
Kondele,Services,female,irregular,300.0,300.0,11,11.3362570459499
"Mwamlai, Chaani Kenya",Housing,female,monthly,300.0,300.0,12,22.553002624380667
"Kwa Njenga, Mukuru, Nairobi.",Housing,female,monthly,300.0,300.0,10,20.309405791024492
"Aldina, Jomvu",Retail,female,monthly,300.0,300.0,7,16.507932220717606
KABISAGA KAPSABET,Services,female,monthly,300.0,300.0,10,19.94477365261072
KABARNET,Health,male,monthly,300.0,300.0,7,13.665094577525183
"Jitoni, Mombasa",Retail,male,monthly,300.0,300.0,9,16.373761352310865
Thika,Retail,male,irregular,300.0,300.0,12,13.969142506335869
Webuye,Construction,female,irregular,300.0,300.0,12,12.936533548911628
Weema,Services,female,irregular,300.0,300.0,5,18.94483879796594
Bamba Kilifi,Retail,male,monthly,300.0,300.0,10,20.30271014495566
Muranga,Housing,female,irregular,300.0,300.0,10,10.780368699425974
Likoni,Transportation,female,monthly,300.0,300.0,11,16.797685770428796
Kitengela,Clothing,male,irregular,300.0,300.0,12,20.354319675729354
Mtongwe Life A,Clothing,female,irregular,300.0,300.0,5,22.39641768027758
Mtopanga; Mombasa,Clothing,female,monthly,300.0,300.0,7,23.58140095199837
Muhoroni,Construction,male,irregular,300.0,300.0,12,17.04914222897784
"Thiongo Road, Kangemi",Retail,female,monthly,300.0,300.0,9,16.115798796325763
Murang'a,Manufacturing,male,monthly,300.0,300.0,5,13.387773885986121
Kitengela,Retail,female,irregular,300.0,300.0,1,12.651939483400756
"Changamwe, Mombasa",Education,male,monthly,300.0,300.0,11,23.785141062891114
nyeri,Construction,female,irregular,300.0,300.0,10,24.203956802982663
Changamwe,Wholesale,female,irregular,300.0,300.0,8,16.742926866555695
Kaloleni,Transportation,male,irregular,300.0,300.0,11,21.005996257347856
Taveta,Services,female,bullet,300.0,300.0,7,16.168193454200313
Muranga,Health,male,irregular,300.0,300.0,12,19.393275271278874
Kitengela,Transportation,male,irregular,300.0,300.0,5,21.399197518828966
Bomet ;Narok,Services,female,monthly,300.0,300.0,11,22.100968834395353
Bomet ;Narok,Clothing,male,monthly,300.0,275.0,10,18.353742356687043
"Kongowea, Mombasa",Housing,female,monthly,300.0,300.0,11,9.499354228968244
litein,Retail,female,irregular,300.0,300.0,12,20.889182553284932
Nakuru,Wholesale,male,monthly,300.0,300.0,10,25.646628862208495
Matuu,Clothing,male,monthly,300.0,300.0,9,16.301093192708926
Nanyuki,Personal Use,male,irregular,300.0,300.0,12,14.94840918064628
MARIGAT,Construction,male,monthly,300.0,300.0,10,12.529499254084381
Majengo mapya,Retail,female,monthly,300.0,300.0,11,22.54258211575966
"Majengo Mapya, Mombasa",Clothing,female,monthly,300.0,300.0,11,17.17194786054444
Matuu,Health,female,monthly,300.0,300.0,12,19.610639093617483
"Magogoni, Mombasa",Services,female,monthly,300.0,300.0,7,20.77462634618093
Meru,Housing,male,monthly,300.0,300.0,4,15.281819292582341
Vikwatani Mombasa,Retail,male,monthly,300.0,300.0,9,14.179347024030434
Bungoma,Housing,female,irregular,300.0,300.0,10,15.447340807036523
Kimilili,Education,male,irregular,300.0,300.0,1,15.394618126986387
Kibera,Services,female,monthly,300.0,300.0,11,17.646505499802224
"Kibuye, Kisumu",Clothing,female,monthly,300.0,300.0,10,20.41319541076939
"Riat,Kisumu",Services,female,monthly,300.0,300.0,12,16.942226040152427
Obunga;Kisumu,Retail,female,monthly,300.0,300.0,7,30.96899679521145
Vikwatani Mombasa,Services,female,monthly,300.0,300.0,12,17.22872068128666
Kibwezi,Clothing,male,monthly,300.0,300.0,9,14.480114948639853
Ngalaiya;Tala,Food,male,monthly,300.0,300.0,8,9.284153611941113
Old town Mombasa,Services,male,monthly,300.0,300.0,1,19.3078803515598
Ruiru,Clothing,male,monthly,300.0,300.0,12,23.6137216503114
Kiembeni Mombasa,Housing,female,monthly,300.0,300.0,8,12.248871589619979
MARIGAT,Agriculture,female,monthly,300.0,300.0,7,17.246861989959896
Kikuyu,Agriculture,male,monthly,300.0,300.0,6,19.218255210427746
"Mariakani, Kaloleni",Services,female,monthly,300.0,300.0,12,22.467062432766888
Narok,Agriculture,female,bullet,300.0,300.0,10,13.255953830322545
Kimilili,Arts,female,irregular,300.0,300.0,8,20.478166499391634
Eldoret,Health,female,monthly,300.0,300.0,11,9.909710043401763
"Mikindani, Mombasa",Agriculture,female,monthly,300.0,300.0,4,10.965701387141928
Manyatta Kisumu,Education,female,monthly,300.0,300.0,9,13.468467757814711
Kerugoya,Food,male,monthly,300.0,300.0,10,19.12072708695069
Nyeri,Agriculture,male,monthly,300.0,300.0,9,13.8916025040398
Kisii,Wholesale,female,irregular,275.0,275.0,11,12.565413952873678
Kirinyaga,Education,female,monthly,275.0,275.0,10,16.924057757266286
"Kiambiu Makadara, Nairobi.",Services,male,irregular,275.0,275.0,10,31.692459450555937
Kisii,Wholesale,male,irregular,275.0,275.0,10,18.91587041713899
Lelan,Personal Use,male,monthly,275.0,275.0,11,14.100335974697423
nyeri,Education,female,monthly,275.0,275.0,8,18.15629261735602
Nairobi,Personal Use,female,monthly,275.0,275.0,1,20.97387783959225
MARIGAT,Retail,female,monthly,275.0,275.0,3,21.37301090715511
Isinet,Food,female,monthly,275.0,275.0,8,18.48702170116283
Tala,Clothing,male,monthly,275.0,275.0,10,7.561229452897204
"Kwa Reuben, Nairobi.",Housing,male,irregular,275.0,275.0,11,10.753021791437487
Kisii,Clothing,female,irregular,275.0,275.0,11,8.871293893464337
Njabini,Education,male,monthly,275.0,275.0,8,18.09378347641772
Kinungi,Agriculture,male,irregular,275.0,275.0,9,17.163653394952497
Kiserian;Nairobi,Food,female,monthly,275.0,275.0,9,11.514919504665555
Kisauni,Food,female,monthly,250.0,250.0,3,15.743174735001201
"Kangemi,Nairobi",Education,male,monthly,250.0,250.0,8,9.65715005038436
Olkalou,Clothing,female,monthly,250.0,250.0,10,25.046279865244053
Kilifi,Transportation,male,irregular,250.0,250.0,8,11.381068904779978
Changamwe,Services,male,irregular,250.0,250.0,9,22.076922462872453
Kitengela,Retail,male,irregular,250.0,250.0,10,12.662591136657774
Ilesi kakamega,Services,female,monthly,250.0,250.0,8,12.444270309222352
Nairobi West,Agriculture,male,monthly,250.0,250.0,9,18.675110913113883
Kilifi,Personal Use,female,monthly,250.0,250.0,10,12.971793409445102
"Kangemi, Nairobi",Retail,female,monthly,250.0,250.0,8,17.524115813326517
Eastland,Retail,female,irregular,250.0,250.0,10,17.49974857869867
Riruta,Services,female,monthly,250.0,250.0,7,14.234033425452079
Kilifi,Construction,male,irregular,250.0,250.0,9,21.23598961603403
Ingotse Kakamega,Retail,male,monthly,250.0,250.0,7,20.943481754617945
Mwingi,Personal Use,female,monthly,250.0,250.0,6,16.93167000759057
Mwea,Education,male,monthly,250.0,250.0,5,16.08271541642467
"Mathare, Nairobi.",Education,male,irregular,250.0,250.0,10,17.33869923198264
Kitengela;Nairobi,Transportation,female,monthly,250.0,250.0,8,12.726515892650506
"Kwa Njenga, Mukuru, Nairobi.",Services,female,irregular,250.0,250.0,10,20.670668723933773
Kitengela;Nairobi,Services,male,monthly,250.0,250.0,10,11.775240773697655
Kabaa-Matuu,Food,male,monthly,250.0,250.0,7,20.946482648435353
Murhanda-Kakamega,Arts,male,monthly,250.0,250.0,9,17.36555800393795
Nairobi West,Retail,male,monthly,250.0,250.0,5,20.61288397610395
Nanyuki,Housing,female,irregular,250.0,250.0,10,17.914593877782465
Nyahururu,Entertainment,male,monthly,250.0,250.0,7,14.623496165789023
Chepsonoi,Food,female,monthly,250.0,250.0,10,20.70989455929996
Nyahururu,Health,female,monthly,250.0,250.0,10,12.500537766729105
Webuye,Housing,male,irregular,250.0,250.0,9,20.58259700980236
Thika,Housing,female,irregular,250.0,250.0,10,14.319263883188267
Kaloleni,Retail,male,irregular,250.0,250.0,10,13.661699094622206
Nyahururu,Construction,female,monthly,250.0,250.0,10,23.983377854348923
Makunga Kakamega,Clothing,male,monthly,250.0,250.0,10,17.925547768930688
Kakamega,Wholesale,male,monthly,250.0,250.0,7,21.690639058902516
Siaya,Manufacturing,male,monthly,250.0,250.0,9,12.69243722220367
Mumias,Food,female,monthly,250.0,250.0,6,18.094668990085133
Nyeri,Clothing,male,irregular,250.0,50.0,2,15.919474919762367
Bondeni estate-kakamega,Agriculture,female,monthly,250.0,250.0,10,6.670222999156228
Kiambariki; Nyandarua,Agriculture,male,monthly,250.0,250.0,9,17.800380361352943
Uthiru,Agriculture,female,monthly,250.0,250.0,7,15.319180467030687
Voi,Personal Use,female,monthly,250.0,250.0,10,20.329369953583925
Kisumu,Entertainment,female,monthly,250.0,250.0,10,9.593618038929575
Shinyalu-kakamega,Retail,male,monthly,250.0,250.0,10,13.130883638173893
Mishomuhoroni Mombasa,Personal Use,female,monthly,250.0,150.0,6,13.506051537442971
karatina,Construction,female,monthly,250.0,250.0,10,13.89876120546697
Kisumu,Clothing,female,bullet,250.0,250.0,6,16.143885395067443
Siongiroi,Personal Use,female,irregular,250.0,250.0,7,19.094536090817073
Kisima Cha Neema,Clothing,female,irregular,250.0,250.0,7,24.685137462025434
Keroka,Wholesale,female,irregular,250.0,250.0,10,16.14141233070623
Kangundo,Food,female,monthly,250.0,250.0,10,17.119177768362384
Kericho,Agriculture,male,bullet,250.0,250.0,9,11.012939438760755
Mikinduri,Health,female,irregular,250.0,250.0,10,19.425334988392034
Keroka,Services,male,irregular,250.0,250.0,7,28.67333524782871
Usenge Town,Services,female,monthly,250.0,250.0,10,25.539952147429513
Kericho,Transportation,female,monthly,250.0,250.0,10,18.871113797349892
Lucky Rhino,Retail,female,irregular,250.0,250.0,7,23.378624953944072
Siaya,Health,female,monthly,250.0,250.0,9,9.774210829702785
Keroka,Clothing,female,irregular,250.0,250.0,10,19.834329792283068
Kisii,Health,male,monthly,250.0,250.0,8,21.65946367247023
Siaya,Housing,female,monthly,250.0,250.0,7,13.511405397265221
Siaya,Retail,male,irregular,250.0,250.0,10,18.02395474130625
Migori,Health,male,monthly,250.0,250.0,9,15.895445467965908
Katito,Manufacturing,female,monthly,250.0,250.0,10,16.29847983681387
Nakuru,Health,female,irregular,250.0,250.0,7,15.805539453176571
Ngong,Clothing,male,monthly,250.0,250.0,8,27.1772829058389
Kitengela,Health,female,irregular,250.0,250.0,8,14.849688926975583
Tijara,Health,female,irregular,250.0,250.0,10,15.429244973974766
Kapcherop,Personal Use,female,monthly,250.0,250.0,10,19.646166604841685
Emali,Services,female,monthly,250.0,250.0,10,24.345710833286006
Eastland,Arts,male,monthly,250.0,250.0,10,16.258038312701117
Kisauni ;Mombasa,Agriculture,male,monthly,250.0,250.0,4,24.424647025876183
Keroka,Food,male,irregular,250.0,250.0,8,20.89784904373117
Kisauni ;Mombasa,Food,female,monthly,250.0,250.0,10,9.603955735431498
malindi,Agriculture,male,irregular,250.0,250.0,8,-2.2316591123499885
